Gene,RB01,RB02,RB03,RB04,RB05,RB06,RB07,RB08,RB09,RB10,RB11,RB12,RB13,RB14,RB15,RB16,RB17
A930004D18Rik,19,11,25,47,35,29,22,31,10,16,11,14,12,10,13,13,5
Gm17762,21,8,11,27,23,24,14,19,3,10,11,21,3,4,2,12,4
Skida1,140,51,48,118,152,117,88,153,37,76,38,68,63,39,30,74,49
Mllt10,1868,721,934,1785,1891,2288,1734,2718,493,1076,583,804,864,647,448,831,898
Mir7655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnajc1,2385,914,1263,2279,2550,2893,2261,3600,621,1285,760,1007,1052,860,608,943,1337
Commd3,1580,600,907,1597,1723,1902,1499,2154,384,941,612,728,847,587,472,530,926
Bmi1,2454,771,1365,1997,2024,2319,2204,3055,798,1400,927,1261,1186,919,660,1173,1118
Spag6l,4,2,5,5,5,6,2,7,3,8,2,7,3,2,4,11,2
Gm3363,4,0,2,1,0,1,0,1,1,1,3,1,0,0,0,0,2
Carlr,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
Pip4k2a,785,334,436,658,800,877,762,1161,193,410,275,373,388,273,197,316,409
4930426L09Rik,17,4,6,17,10,17,20,19,6,13,5,12,16,7,1,6,3
Armc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930447M23Rik,3,1,0,0,0,1,2,0,0,1,1,0,0,1,0,0,1
Msrb2,400,124,159,367,350,528,371,606,111,265,151,207,176,140,99,207,209
Ptf1aos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptf1a,4,3,3,21,31,53,13,29,1,1,0,6,3,3,0,6,12
4921504E06Rik,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Gm3230,6,2,7,4,1,4,2,11,4,3,0,7,0,1,2,7,0
Otud1,82,20,55,88,52,86,47,124,23,58,24,47,39,37,20,52,34
Etl4,2288,964,1047,2109,2304,2878,2074,3484,590,1347,747,1104,1003,841,610,1013,1036
Arhgap21,3343,1389,1753,3342,3543,4334,3109,5531,826,1587,938,1339,1506,1219,840,1221,1711
Gm13375,211,105,98,164,219,279,132,235,47,81,36,65,92,53,41,54,54
Enkur,25,8,5,32,37,24,33,53,8,15,2,11,7,5,5,3,14
Thnsl1,763,262,395,712,780,803,725,958,242,433,269,372,346,259,200,379,395
Gpr158,4620,1820,2662,3883,3925,5648,4166,6814,1268,2665,1545,2260,2302,1879,1300,2112,1980
Myo3a,19,7,10,12,13,32,19,39,2,6,3,4,9,13,1,12,4
Gad2,8,0,3,4,2,5,4,3,0,2,0,3,2,1,0,3,0
Mir3967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apbb1ip,53,26,26,46,28,42,47,43,15,35,12,28,29,31,14,13,15
Pdss1,120,35,72,111,99,134,83,140,16,39,21,38,38,41,26,39,50
Abi1,2770,1006,1321,2700,3087,2896,2518,3667,811,1428,824,1288,1126,944,689,1427,1450
Acbd5,3344,1149,1840,2916,3340,3718,3190,4803,990,1955,1199,1587,1573,1352,897,1631,1550
Mastl,36,17,29,28,26,27,54,81,17,22,31,37,19,23,9,24,17
Yme1l1,5091,1528,2898,4097,4660,4743,4695,6329,1415,2620,1670,2427,2287,1872,1295,1950,2456
4931423N10Rik,4,1,2,3,1,10,3,5,0,3,1,1,1,1,1,5,3
Nxph2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spopl,465,136,251,388,409,429,368,631,127,198,151,202,205,162,110,164,220
Hnmt,105,37,50,77,85,111,73,130,51,99,55,91,66,60,34,100,48
Tbpl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1f8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1f9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1f6,0,0,2,5,3,1,0,7,1,0,0,0,0,0,0,2,5
Il1f5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1f10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1rn,100,28,60,233,224,151,142,138,46,48,20,51,37,40,36,70,126
Psd4,874,389,429,821,987,1099,749,1237,184,429,262,373,286,261,181,487,417
Pax8,0,0,2,1,2,2,0,0,0,1,0,0,0,1,0,0,1
Cacna1b,462,175,248,465,537,600,430,674,131,312,180,243,215,169,126,189,211
Ehmt1,1386,554,665,1382,1522,1735,1178,2096,330,768,375,585,560,406,296,586,590
Arrdc1,1006,436,463,978,1005,1268,909,1446,206,561,299,430,412,298,220,350,400
Zmynd19,627,234,276,591,645,663,491,893,116,272,137,211,261,145,111,214,255
Dph7,821,279,398,613,689,824,651,1061,201,382,273,375,336,246,192,292,378
Mrpl41,1113,473,516,1007,1342,1157,958,1657,181,479,263,406,488,337,226,372,488
Pnpla7,573,269,281,419,498,686,484,736,105,284,135,208,211,156,152,182,216
Nsmf,1826,759,836,1659,1993,2189,1524,2428,436,1050,504,818,761,584,454,665,710
Mir7664,3,0,0,1,0,2,1,4,0,0,0,0,0,1,0,0,0
Entpd8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Noxa1,2,0,1,3,9,5,0,1,0,0,0,0,0,0,0,2,3
Nrarp,89,40,67,125,134,112,85,87,26,53,25,56,49,65,48,42,54
Tor4a,1737,660,838,1765,1754,1996,1393,2003,455,880,556,863,790,609,428,709,812
Nelfb,2868,1183,1405,2731,3056,3457,2460,4116,633,1500,962,1284,1190,937,646,1123,1351
4933433C11Rik,2,1,0,0,4,1,4,1,1,0,0,0,1,2,0,0,0
Fam166a,52,8,14,34,36,51,38,83,9,23,28,32,17,23,13,32,31
Tubb4b,8969,3187,4149,7903,10727,8473,5848,10120,1241,2260,1513,2294,2813,2060,1424,1251,3987
Slc34a3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rnf224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cysrt1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rnf208,345,138,171,354,348,417,282,437,96,190,63,164,149,89,99,82,148
Ndor1,1560,670,743,1465,1494,1985,1416,2426,337,721,440,578,637,441,316,451,636
Tmem203,416,166,223,366,378,409,306,450,94,195,115,178,169,148,109,150,164
Tprn,380,196,213,361,475,492,319,599,77,188,117,163,169,130,94,142,202
Ssna1,620,259,298,641,814,723,534,1005,133,321,171,278,281,181,154,252,290
Anapc2,3207,1378,1594,3123,3428,3749,2820,4924,705,1712,969,1407,1369,1053,753,1102,1488
Tmem210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Lrrc26,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0
Grin1,2642,1137,1317,2266,2259,3311,2061,3547,462,1245,573,847,983,724,458,709,867
Grin1os,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
AA543186,70,31,35,48,51,53,51,77,12,27,22,43,22,33,14,25,16
Man1b1,3671,1594,1771,3698,4496,4461,3299,5819,955,2036,1191,1687,1701,1224,938,1752,2054
Dpp7,1890,754,859,1577,2035,2048,1584,2642,455,1131,651,1036,917,755,568,809,1053
Uap1l1,2045,875,1076,2042,2190,2443,1750,2866,480,1096,527,791,842,629,471,604,860
Sapcd2,3,4,5,17,3,6,3,4,0,1,3,2,6,2,1,0,4
Entpd2,324,104,194,284,361,355,230,340,81,143,93,111,117,98,51,129,146
Npdc1,4690,1953,2493,5272,5918,5647,4000,6348,1075,2553,1291,1980,2051,1600,1164,1509,2027
Fut7,1,0,0,2,2,2,0,0,1,3,1,0,0,0,1,0,0
Abca2,8022,3226,3960,7032,6926,9444,6170,11318,1823,4895,2345,3571,3435,2600,1866,2533,2882
Mir3087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clic3,3,1,0,6,1,2,3,8,0,0,0,1,0,5,0,1,1
BC029214,764,360,366,771,854,1015,719,1141,123,406,214,266,296,248,167,194,270
Ptgds,1,1,0,0,3,5,0,2,0,2,2,0,0,0,0,0,1
Lcn12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C8g,118,53,55,99,129,127,78,153,30,55,37,47,51,32,41,56,43
Fbxw5,3427,1306,1514,2828,2963,3470,2597,4438,712,1741,915,1366,1334,990,758,1043,1282
Traf2,939,373,419,875,1053,1056,806,1266,215,406,268,376,371,252,201,351,402
Edf1,2844,1253,1597,3346,3939,4203,2330,4185,536,1360,745,1170,1216,952,611,955,1164
Mamdc4,41,11,15,20,33,62,32,68,6,18,11,17,14,5,3,20,8
Phpt1,922,390,363,882,1000,931,715,1239,201,436,253,420,349,271,219,348,429
Gm996,242,98,157,238,265,362,240,379,60,172,59,84,114,74,70,88,77
Rabl6,5105,2102,2480,4750,5686,6017,4391,7570,1023,2350,1349,2076,2133,1601,1079,1710,2203
Ccdc183,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Tmem141,459,182,220,434,505,474,347,582,93,199,121,177,191,134,104,135,232
Fcna,6,1,8,9,1,1,7,5,0,3,2,3,3,2,0,0,1
Lcn8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lcn5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lcn6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lcn10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obp2a,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
Bmyc,485,267,293,622,671,1018,351,680,81,245,131,258,230,145,102,207,150
Obp2b,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Lcn3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Lcn11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13539,0,0,0,1,3,2,0,2,0,3,0,0,1,1,0,0,0
Glt6d1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lcn9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sohlh1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Kcnt1,13,4,8,25,16,18,9,15,9,4,4,6,5,6,2,5,7
Camsap1,1995,774,1006,2042,2298,2522,1679,3047,493,837,553,727,823,563,399,598,1024
Ubac1,783,285,354,794,828,834,608,979,170,340,219,318,330,217,161,318,368
Nacc2,732,287,334,780,835,910,659,1160,168,485,259,376,280,255,187,335,342
C330006A16Rik,3518,1426,1549,3296,3805,4241,2902,4577,745,1884,931,1447,1492,1061,830,1225,1579
Lhx3,10,4,5,8,16,5,8,21,6,6,7,3,1,4,4,7,5
Qsox2,5019,2025,2524,4957,5691,5443,4410,6821,1333,2888,1696,2484,2254,1940,1281,2151,2559
4932418E24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gpsm1,4185,1783,1806,4014,4285,5700,3607,6744,951,2615,1296,1910,1822,1475,961,1786,1591
Dnlz,934,385,476,910,1120,1029,738,1261,202,460,217,366,336,310,196,254,457
Card9,21,9,17,15,27,31,26,46,6,12,4,12,8,9,5,7,9
Snapc4,1396,591,661,1285,1422,1786,1283,2171,308,704,357,488,552,380,323,448,582
Sdccag3,3010,1158,1453,2739,3084,3375,2588,4047,752,1498,1024,1341,1348,1013,725,1167,1426
Pmpca,3633,1358,1699,3087,3175,3471,2829,4414,746,1456,998,1385,1429,1025,789,1160,1558
Inpp5e,1208,443,538,1093,1026,1345,970,1670,306,648,404,545,513,393,281,442,475
Sec16a,10800,4642,5572,10312,11288,14401,10317,18620,2337,4991,2597,3729,4187,3195,2270,3592,4726
Notch1,3005,1256,1356,3130,2940,3522,2376,4329,752,1562,747,1309,1259,979,604,1204,1120
Mir6996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egfl7,1311,568,608,1549,1592,1323,1032,1488,384,688,453,698,658,558,439,645,710
Mir126a,2,1,1,5,0,0,4,5,0,1,0,0,0,0,0,0,0
Mir126b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agpat2,536,253,298,658,738,772,499,877,137,316,216,337,280,199,138,270,328
Fam69b,600,180,321,571,523,598,428,665,142,375,183,319,291,237,193,224,265
Snhg7,112,36,73,112,128,152,132,193,24,63,48,57,55,38,22,32,68
Snora43,4,8,5,8,3,9,4,8,1,3,2,2,5,1,1,0,2
Snora17,12,0,1,1,1,6,3,12,1,3,2,1,0,3,0,2,1
Lcn4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abo,1,0,0,0,0,0,2,0,4,3,3,1,1,1,0,0,2
Surf6,1063,423,461,997,1198,1194,869,1443,180,419,241,386,384,287,227,397,453
Med22,3594,1416,1770,3394,3829,3956,3005,4999,783,1692,904,1410,1567,1156,779,1133,1614
Rpl7a,19478,7995,9355,19746,23075,20893,16047,26699,4108,8064,4786,6736,7621,5660,4073,5803,9795
Surf1,1680,720,886,1737,2076,2082,1451,2519,421,888,541,814,774,591,406,706,845
Surf2,881,359,430,923,1042,1106,785,1299,252,473,298,452,398,296,209,360,544
Surf4,30490,12120,15566,26595,31937,33716,25719,43016,5981,12810,7903,11581,12166,9203,6203,8331,13135
Stkld1,10,2,5,7,8,11,9,10,2,5,4,3,1,2,2,3,13
Rexo4,907,395,435,1026,1164,1260,945,1698,217,458,278,409,374,282,186,354,491
Adamts13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cacfd1,3447,1302,1488,3022,3641,3875,2712,4663,707,1347,831,1191,1245,808,605,873,1379
Slc2a6,224,98,119,214,186,195,168,260,36,82,38,62,81,73,47,41,100
Tmem8c,2,4,1,9,5,2,3,4,0,3,0,2,1,1,0,1,2
Adamtsl2,118,70,34,105,175,191,145,192,14,60,25,52,31,54,23,45,39
Fam163b,0,3,2,1,0,1,0,0,0,1,0,0,2,0,3,0,1
Dbhos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dbh,3,0,3,0,2,0,2,2,0,0,0,0,1,1,0,4,2
Sardh,13,23,8,34,47,28,24,24,3,2,4,8,9,11,6,6,13
Vav2,489,177,232,543,527,515,424,607,148,270,123,215,212,162,102,188,215
Brd3,2025,827,979,2044,2290,2671,1818,3248,572,1248,664,994,930,729,509,973,876
Mir7578,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0
Wdr5,1806,776,857,1737,1973,2085,1628,2614,454,874,478,777,795,526,441,709,927
Rxra,3190,1261,1546,2947,3279,3608,2665,4485,916,2057,1036,1652,1445,1111,847,1275,1461
Col5a1,331,220,73,401,322,237,185,218,28,41,12,44,44,117,18,34,41
Fcnb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfm1,901,343,444,994,949,858,739,1029,226,301,191,261,291,225,189,187,477
Ppp1r26,1162,438,535,1062,1185,1365,953,1630,299,714,363,540,498,334,256,464,516
1700007K13Rik,34,20,14,60,46,40,41,60,17,46,29,32,23,19,21,32,16
Mrps2,985,396,554,960,1087,1239,895,1387,234,459,275,452,415,299,219,315,531
Gbgt1,20,11,5,13,27,21,29,13,3,9,5,8,8,7,5,5,9
Ralgds,3678,1608,1751,4004,4141,4423,3243,5619,1306,2638,1358,2203,1792,1414,1026,1631,1610
Cel,1506,898,1962,9739,8717,15729,5434,6337,538,736,152,1322,1443,1193,560,4857,7238
Gtf3c5,1440,589,757,1432,1598,1644,1167,2105,371,753,479,716,622,522,341,602,720
Gfi1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsc1,3108,1151,1511,3127,2965,3595,2692,4627,744,1570,790,1255,1238,941,655,1080,1428
1700026L06Rik,3,3,0,3,8,8,7,8,0,0,0,2,1,2,0,0,1
Ak8,28,16,13,38,39,30,30,45,7,12,7,11,15,8,6,8,27
Mir3088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gtf3c4,3964,1448,1858,3216,3393,4001,3396,5512,934,2200,1228,1824,1885,1464,940,1506,1707
Ddx31,2562,1083,1259,2285,2459,2849,2507,3671,660,1507,899,1301,1318,967,648,938,1178
Barhl1,165,45,97,129,128,198,185,255,75,203,91,114,130,80,54,73,50
1700101E01Rik,29,13,11,28,32,42,37,36,6,13,6,13,14,13,6,16,11
Ttf1,1056,361,488,1050,1126,1254,1008,1496,248,525,317,404,491,310,224,439,596
Setx,1891,653,1090,1657,1780,2128,1653,2947,536,903,629,803,833,715,506,672,965
Ntng2,40,18,21,57,28,47,38,38,11,30,7,19,24,20,3,16,20
6530402F18Rik,58,23,14,87,76,62,43,88,18,25,22,31,30,16,6,25,36
Med27,853,356,353,795,944,866,688,1023,179,396,224,332,357,239,187,282,397
Mir133c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapgef1,5722,2315,2691,5336,5769,6071,4410,6999,1225,2337,1459,2114,2316,1658,1140,1691,2573
Gm13547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trub2,1062,428,502,905,1006,1132,839,1345,229,558,264,422,438,330,236,367,432
Coq4,398,192,180,378,392,505,340,551,106,240,136,175,190,146,99,155,195
Slc27a4,2685,1142,1382,2789,3198,3099,2243,3955,753,1586,855,1351,1278,1051,728,1173,1428
Urm1,1077,426,506,1020,1196,1177,930,1450,185,536,258,382,428,306,245,368,467
Mir219a-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir219b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cercam,84,28,32,77,68,76,69,69,20,30,27,35,26,24,24,30,31
Odf2,3386,1372,1656,3040,3365,3931,2738,4965,776,1534,875,1337,1350,957,713,1114,1476
Gle1,1964,829,987,1795,2206,2339,1691,3111,373,866,552,737,805,611,397,597,810
Sptan1,7757,3256,3948,9401,8527,11025,7490,13461,2285,4635,2384,3226,3157,2600,1913,3600,4171
Mir6997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wdr34,1076,420,505,987,1106,1182,811,1407,194,578,300,424,450,290,222,387,361
Set,5104,1784,2636,4626,5438,5445,4506,6868,1306,2212,1506,2234,2097,1627,1207,2063,2395
Pkn3,27,19,20,40,74,55,35,62,19,32,13,15,21,12,12,31,18
Zdhhc12,707,242,336,704,803,744,514,920,126,276,167,273,222,229,131,171,245
Zer1,3483,1503,1614,3134,3346,4216,3130,5279,795,2199,1120,1658,1547,1214,855,1499,1347
Tbc1d13,1797,668,889,1743,1931,1989,1428,2476,403,879,486,753,687,563,387,605,875
Endog,492,207,257,502,584,611,342,637,81,201,117,171,189,120,108,125,192
D2Wsu81e,1163,465,521,1106,1410,1325,984,1628,215,476,239,367,407,323,204,340,443
Ccbl1,909,414,445,821,814,978,774,1192,250,480,269,363,376,275,206,290,357
1700084E18Rik,40,13,17,30,30,34,44,45,6,24,7,22,16,11,8,10,15
Lrrc8a,1225,465,607,1339,1317,1391,869,1532,295,589,319,512,499,341,261,357,501
Phyhd1,36,16,12,35,28,43,26,74,17,14,5,15,21,11,6,14,16
Dolk,805,330,386,790,953,838,614,969,144,314,207,287,317,235,171,270,359
Nup188,2108,817,959,2045,2106,2523,1812,2927,443,982,518,724,772,527,418,684,881
Sh3glb2,2123,871,986,1997,2153,2456,1846,3052,417,1168,550,872,839,666,463,734,847
Fam73b,1284,531,558,1149,1379,1259,969,1704,231,614,302,436,475,331,204,346,489
Dolpp1,544,224,248,514,603,693,459,737,97,260,138,185,201,150,112,172,178
Crat,1043,386,565,875,985,1171,831,1369,285,525,318,462,416,376,230,367,478
Ppp2r4,6052,2533,2724,5941,6918,6702,5098,8059,1406,3090,1771,2775,2724,1867,1432,2393,2754
Ier5l,30,12,18,81,64,91,25,38,8,13,5,14,14,7,6,11,10
Cstad,23,12,15,28,13,23,16,45,8,18,6,15,9,11,5,13,18
Mir3089,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1700001O22Rik,1,1,0,0,4,3,4,0,2,2,0,1,1,0,1,0,2
Ntmt1,616,248,274,617,708,666,423,741,110,283,127,210,229,173,121,186,265
Asb6,1271,469,588,1218,1363,1370,928,1566,228,485,271,425,506,388,257,337,426
Prrx2,2,3,1,4,4,2,0,2,0,0,2,2,0,3,0,1,2
Ptges,483,209,255,436,521,562,470,679,91,147,97,146,168,160,76,136,209
Tor1b,4679,1850,2421,4399,5225,5468,4329,6957,1224,2475,1486,2150,2207,1742,1206,1831,2431
Tor1a,1249,526,578,1189,1432,1358,986,1672,303,669,367,530,492,367,335,447,630
BC005624,1972,835,976,1942,2281,2437,1789,2958,484,1053,640,866,865,633,494,968,1045
Usp20,4445,1735,1972,3415,4118,4610,3390,5630,737,1988,974,1493,1579,1172,791,1184,1411
Fnbp1,618,260,300,706,689,692,577,900,180,330,177,276,238,226,159,261,332
D330023K18Rik,111,55,60,122,134,131,83,179,37,79,31,69,68,55,32,66,50
Gpr107,3239,1195,1620,3160,3459,3697,2785,4465,742,1610,949,1319,1413,1088,752,1239,1663
Ncs1,326,120,153,390,386,333,264,454,46,107,65,70,87,77,61,58,107
Ass1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm5424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fubp3,2267,850,1096,2062,2387,2593,1833,2982,429,986,496,831,901,713,489,814,859
Mir6998,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Prdm12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exosc2,896,353,401,830,1035,1001,740,1230,166,370,213,325,333,261,162,311,452
Abl1,2745,1144,1210,2445,2671,3234,2228,3703,620,1360,736,1149,1070,787,556,1043,1058
Qrfp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fibcd1,10,2,3,12,7,6,4,4,3,0,0,0,4,2,0,1,4
Lamc3,1,4,0,9,5,5,6,1,1,2,5,3,1,6,0,1,3
Aif1l,9,4,2,1,9,3,3,12,0,0,0,3,4,3,1,2,0
Nup214,2627,1083,1232,2445,2456,3094,2151,3683,561,1252,716,956,1044,804,563,866,1141
Mir7674,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
Fam78a,13,3,11,22,19,20,12,18,3,15,4,13,6,8,8,22,8
Ppapdc3,370,167,196,476,495,523,341,527,81,225,111,173,176,138,106,109,159
Prrc2b,16464,6601,8093,16605,16753,21740,14442,27627,4250,9717,5055,7455,7193,5623,3893,6853,6877
Pomt1,542,253,285,551,600,715,608,945,184,309,179,302,242,178,134,201,280
Uck1,1778,729,868,1720,2004,2021,1576,2545,443,863,508,736,768,549,377,553,826
Swi5,5057,2088,2599,5062,6286,5869,4264,7564,1022,2092,1281,1941,2012,1655,1200,1709,2545
Golga2,8356,3485,4210,8084,9440,10422,7468,12808,1691,3749,2242,3316,3503,2496,1832,2731,3819
Dnm1,319,143,189,442,325,456,328,525,120,207,116,204,159,113,96,187,151
Gm23363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir199b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciz1,2125,889,959,1973,2104,2741,1822,3116,483,1135,580,897,820,615,543,693,805
1110008P14Rik,948,453,559,1115,1213,1416,737,1388,183,438,235,334,423,282,198,321,352
Lcn2,259,176,384,1157,1969,399,533,1241,267,274,166,174,119,250,105,334,1107
Ptges2,816,315,359,667,845,808,633,1078,182,364,182,286,332,231,180,216,357
Slc25a25,3118,1271,1442,3041,3167,3353,2538,4224,600,1229,705,1070,1152,825,658,919,1399
Naif1,160,74,70,167,215,188,142,225,38,87,47,62,62,49,43,53,55
Fam102a,9765,4230,4772,9877,11029,12317,8932,13875,2573,6374,3321,5040,4788,3559,2467,4526,4319
Dpm2,1944,758,808,1800,2054,2033,1622,2626,386,801,502,687,754,567,378,484,868
Pip5kl1,2,1,2,0,0,8,4,7,1,1,2,0,2,0,1,1,3
St6galnac4,844,352,397,934,941,1088,704,1128,189,469,233,389,358,251,196,315,384
St6galnac6,1625,674,700,1315,1640,1773,1244,2089,345,924,549,788,774,490,382,732,675
Ak1,1533,636,661,1422,1522,1824,1302,1923,372,923,499,750,750,575,338,617,637
Eng,2502,1347,1293,2901,3666,3413,2755,3428,783,1325,630,1227,1072,1171,591,1122,1188
Fpgs,1131,514,601,1172,1471,1416,1063,1689,203,496,257,405,410,322,197,282,450
Mir8093,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdk9,2242,905,1088,2161,2512,2498,1864,2963,472,1121,632,935,1007,670,514,957,986
Mir2861,1,1,2,2,1,3,0,1,0,0,0,0,0,0,0,3,0
Mir3960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sh2d3c,517,234,302,706,736,643,447,721,180,362,196,342,294,238,156,293,276
6330409D20Rik,0,0,0,0,0,2,1,2,1,0,0,0,0,1,0,0,0
Ttc16,100,57,70,93,117,173,96,216,26,87,55,65,56,39,27,33,51
Tor2a,1662,688,875,1802,2024,2107,1409,2352,471,989,580,776,800,652,441,717,858
Ptrh1,157,77,85,176,198,232,121,213,26,62,33,46,55,45,28,44,63
1700019L03Rik,6,3,0,3,8,4,6,11,4,4,2,5,4,5,2,12,5
Snord14a,4,0,1,1,0,5,1,3,0,2,0,0,1,1,2,0,2
Stxbp1,15094,6184,7808,15023,16149,17318,12500,20706,3370,7063,4399,6483,6614,5033,3859,4730,7636
Fam129b,4971,2202,2311,5348,5620,6051,4242,6976,1053,2734,1370,2256,2078,1670,1193,1752,2071
Lrsam1,871,400,452,848,943,1051,779,1340,204,539,224,390,391,271,213,344,355
Rpl12,10314,4323,5357,11356,13968,13108,8731,16065,1839,3989,2265,3692,4272,3299,2243,3168,4748
Snora65,21,10,11,27,25,42,30,48,7,9,5,8,6,5,5,9,8
Slc2a8,493,217,264,480,552,627,470,723,110,303,147,240,249,202,130,182,196
Garnl3,107,26,45,135,101,160,90,149,21,48,26,51,21,34,17,46,50
Ralgps1,965,383,427,907,905,1059,896,1464,264,557,310,458,390,290,228,401,391
Angptl2,322,212,144,482,440,343,339,347,81,131,66,135,101,122,60,120,152
Zbtb34,498,184,211,354,379,385,294,508,118,215,107,195,175,142,110,184,195
Zbtb43,944,386,435,868,855,1037,798,1272,203,443,285,406,407,309,210,328,403
Lmx1b,169,60,76,149,159,202,84,269,21,90,43,75,66,37,26,24,30
C130021I20Rik,299,124,159,276,269,398,266,502,47,148,92,115,92,85,54,94,106
Mvb12b,417,218,208,428,512,444,390,529,75,178,90,192,174,156,97,192,184
Nron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C230014O12Rik,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pbx3,1568,661,818,1405,1422,1845,1439,2314,469,1060,604,884,869,663,438,899,757
Mapkap1,789,341,385,795,813,992,693,1287,217,416,243,363,339,285,183,364,385
Gapvd1,3276,1107,1527,2875,3136,3799,2888,4756,822,1778,953,1429,1391,1133,786,1192,1533
Hspa5,97731,38434,54148,94643,116029,116623,86194,146961,15093,32539,20458,30650,35660,28192,19245,24586,47998
Rabepk,504,209,276,517,591,592,432,698,126,223,147,220,221,200,119,178,249
Fbxw2,1951,794,908,1813,2060,2285,1778,2815,481,1065,617,893,921,727,524,834,979
Psmd5,1486,532,764,1492,1617,1555,1375,2009,391,781,490,695,732,526,412,605,818
Cutal,418,153,191,371,422,439,375,525,118,242,153,216,165,153,108,189,187
Phf19,54,15,19,40,58,62,54,61,14,22,11,22,18,16,9,11,29
Traf1,22,7,8,40,33,16,24,26,12,9,9,9,10,9,7,12,27
Hc,0,1,0,4,0,1,0,4,0,0,0,0,0,0,0,0,0
AI182371,95,35,42,77,133,89,96,158,15,61,28,51,34,40,27,62,45
